"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Boundary Protection Devices and Systems","Owl DualDiode Communication Cards v.7","Owl Computing Technologies, Inc.","CA","EAL2","","12/23/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-273 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/owldualdiode-v7-sec-eng.pdf","","","",""
"Boundary Protection Devices and Systems","Logiciel Mistral IPversion 2.0.84","Thales Communications & Security","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","12/22/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_91.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/CC-2014-91_Cible-Lite.pdf","06/10/2015","ANSSI-CC-2014/91-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_91_M01.pdf",""
"Boundary Protection Devices and Systems","Logiciel Mistral IPversion 2.0.84","Thales Communications & Security","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","12/22/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_91.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/CC-2014-91_Cible-Lite.pdf","","","",""
"Boundary Protection Devices and Systems","genuscreen 4.0","GeNUA mbH","DE","EAL4+,ALC_FLR.2,ASE_TSS.2,AVA_VAN.4","","10/29/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/0823a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0823b_pdf.pdf","","","",""
"Boundary Protection Devices and Systems","TheGreenBow VPN Client(Version : 5.22.005)","TheGreenBow","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP_DCSSI_VPN_APP_V1.3","10/12/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_89.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi_cible-2014_89_LITE.pdf","06/03/2016","ANSSI-CC-2014/89-M02","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_89-M02.pdf",""
"Boundary Protection Devices and Systems","TheGreenBow VPN Client(Version : 5.22.005)","TheGreenBow","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP_DCSSI_VPN_APP_V1.3","10/12/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014_89.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi_cible-2014_89_LITE.pdf","","","",""
"Boundary Protection Devices and Systems","IAI/MLM Autonomous Air Combat Maneuvering Instrumentation (AACMI) Trusted Data Guard (TDG) v1.0","Israel Aircraft Industries Ltd / MLM Division","NL","EAL4+,ASE_TSS.2","","08/13/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-12-36874-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] B-00111-100000_E_1.pdf","","","",""
"Boundary Protection Devices and Systems","Pravail APS 2100 Series Appliances Version 5.4","Arbor Networks Inc","TR","EAL2","","04/11/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/Arbor Networks Pravail Availability Protection System (APS) 2100 series appliances v5.4 Certification Report.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Arbor Networks ST V2 0 Mar 10-2014.pdf","","","",""
"Boundary Protection Devices and Systems","SonicWALL SonicOS Enhanced v5.9.0 on NSA Series and TZ Series Appliances","SonicWALL, Inc","CA","None","PP_ND_V1.1","02/05/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-224 CR v1.1e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-224 ST v2.5.pdf","04/28/2015","SonicWALL SonicOS Enhanced v6.2.0 on NSA Series and SM Series Appliances","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-121 MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SonicWALL SonicOS v6.2.0 ST.pdf"
"Boundary Protection Devices and Systems","SonicWALL SonicOS Enhanced v5.9.0 on NSA Series and TZ Series Appliances","SonicWALL, Inc","CA","None","PP_ND_V1.1","02/05/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-224 CR v1.1e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-224 ST v2.5.pdf","","","",""
"Boundary Protection Devices and Systems","genugate firewall 8.0","GeNUA mbH","DE","EAL4+,ALC_FLR.2,ASE_TSS.2,AVA_VAN.5","","12/17/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0890a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0890b_pdf.pdf","12/09/2015","genugate firewall 8.0","http://www.commoncriteriaportal.org:80/files/epfiles/0890ma1a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0890ma1b_pdf.pdf"
"Boundary Protection Devices and Systems","genugate firewall 8.0","GeNUA mbH","DE","EAL4+,ALC_FLR.2,ASE_TSS.2,AVA_VAN.5","","12/17/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0890a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0890b_pdf.pdf","","","",""
"Boundary Protection Devices and Systems","McAfee Enterprise Security Manager with Event Receiver, Enterprise Log Manager, Advanced Correlation Engine, Application Data Monitor and Database Event Monitor 9.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/27/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-246 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-246 ST v1.1.pdf","06/04/2014","McAfee Enterprise Security Manager avec Event Receiver, Enterprise Log Manager, Advanced Correlation Engine, Application Data Monitor et Database Event Monitor 9.3 (June 2014)","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-enterprise-v93-apr-maint-eng.pdf",""
"Boundary Protection Devices and Systems","McAfee Enterprise Security Manager with Event Receiver, Enterprise Log Manager, Advanced Correlation Engine, Application Data Monitor and Database Event Monitor 9.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/27/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-246 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-246 ST v1.1.pdf","","","",""
"Boundary Protection Devices and Systems","McAfee Nitro Intrusion Prevention System 9.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/27/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-247 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-247 ST v1.3.pdf","06/27/2014","McAfee Nitro Intrusion Prevention System 9.3","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-111 MR v0.5e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-111 ST v1.0.pdf"
"Boundary Protection Devices and Systems","McAfee Nitro Intrusion Prevention System 9.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/27/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-247 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-247 ST v1.3.pdf","","","",""
"Boundary Protection Devices and Systems","Curtiss-Wright VPX3-685 Secure Routers v2.0.0","Curtiss-Wright","CA","EAL2+,ALC_FLR.2","","11/05/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 ST v1.15.pdf","03/24/2015","Curtiss-Wright VPX3-685/CCA-685 Secure Routers v2.0.0 & 2.1.0","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-122 MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-122_Curtiss-Wright VPX3-685_ST v1.16.pdf"
"Boundary Protection Devices and Systems","Curtiss-Wright VPX3-685 Secure Routers v2.0.0","Curtiss-Wright","CA","EAL2+,ALC_FLR.2","","11/05/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 ST v1.15.pdf","03/24/2015","Curtiss-Wright VPX3-685/CCA-685 Secure Routers v2.0.0 & 2.1.0","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-122 MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-122_Curtiss-Wright VPX3-685_ST v1.16.pdf"
"Boundary Protection Devices and Systems","Curtiss-Wright VPX3-685 Secure Routers v2.0.0","Curtiss-Wright","CA","EAL2+,ALC_FLR.2","","11/05/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-236 ST v1.15.pdf","","","",""
"Boundary Protection Devices and Systems","Cyberoam Firmware v10.5.3","Cyberoam Technologies","ES","EAL4+,ALC_FLR.2","","11/05/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/INF-1239.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2012-28-DS.pdf","","","",""
"Boundary Protection Devices and Systems","iDeras Unified Threat Management (UTM) v5.02","Infosys Gateway Sdn Bhd","MY","EAL2","","11/04/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C045-CR-v1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2013-10-18-iDeras-ST-v1.3.pdf","","","",""
"Boundary Protection Devices and Systems","McAfee Network Security Platform 7.1 (M-series Sensors)","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","09/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-cert-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-sec-eng.pdf","10/25/2013","McAfee Network Security Platform v7.1.15.2","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-network-v71152-oct-maint-eng.pdf",""
"Boundary Protection Devices and Systems","McAfee Network Security Platform 7.1 (M-series Sensors)","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","09/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-cert-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-sec-eng.pdf","11/29/2013","McAfee Network Security Platform v7.1.15.2 (November 2013)","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-network-v71152-oct-maint-eng.pdf",""
"Boundary Protection Devices and Systems","McAfee Network Security Platform 7.1 (M-series Sensors)","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","09/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-cert-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/mcafee-nsp-v71-sec-eng.pdf","","","",""
"Boundary Protection Devices and Systems","SNIPER IPS-G V8.0","WINS Co., Ltd.","KR","EAL4","","06/21/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-13-24 SNIPER IPS-G V8.0(eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/01-01.IPS-G80_Security Target.pdf","07/08/2014","[KECS-NISS-0455a-2013]Maientenance Report(SNIPER IPS-G V8.0)","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-NISS-0455a-2013]Maientenance Report(SNIPER IPS-G V8.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/01-01.IPS-G80_Security Target.pdf"
"Boundary Protection Devices and Systems","SNIPER IPS-G V8.0","WINS Co., Ltd.","KR","EAL4","","06/21/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-13-24 SNIPER IPS-G V8.0(eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/01-01.IPS-G80_Security Target.pdf","","","",""
"Boundary Protection Devices and Systems","Suite logicielle IPS-Firewall pour boîtiers NETASQ","Netasq","FR","EAL3+,ALC_CMC.4,ALC_CMS.4,ALC_FLR.3,AVA_VAN.3","","04/16/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-17fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-17fr.pdf","","","",""
"Boundary Protection Devices and Systems","RioRey Perimeter Protection Platform RE500, RE1500, RX1800, RX2300, RX4400 and RG Series","RIOREY Incorporated","TR","EAL4+,ALC_FLR.1","","03/15/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/RioRey CERTIFICATION REPORT.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/RioRey ST- v0.9.pdf","","","",""
"Boundary Protection Devices and Systems","gateProtect Firewall Packet-Filtering-Core Version 10.3","gateProtect AG Germany","DE","EAL4+,ALC_FLR.1","","02/21/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0792a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0792b_pdf.pdf","","","",""
"Boundary Protection Devices and Systems","Nexor Sentinel 3E Filtering System","Nexor Ltd.","NL","EAL4+,ALC_FLR.2","","12/21/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/Certification Report NSCIB-CC-12-34853-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Nexor Sentinel 3E Filtering System - Security Target - NEX2764ENG.pdf","","","",""
"Boundary Protection Devices and Systems","Fort Fox Hardware Data Diode (FFHDD), Version: FFHDD2","Fox-IT B.V.","IN","EAL4+,AVA_VAN.4,ALC_DVS.2","","12/18/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/CR-FFHDD.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST-FFHDD.pdf","","","",""
"Boundary Protection Devices and Systems","McAfee® Web Gateway Version 7.2.0.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/20/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 ST v1.0.pdf","12/06/2013","McAfee® Web Gateway version 7.3.2.3","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-100 MR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-100 ST v1.1.pdf"
"Boundary Protection Devices and Systems","McAfee® Web Gateway Version 7.2.0.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/20/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 ST v1.0.pdf","12/08/2014","McAfee Web Gateway version 7.3.2.3.4","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-117 MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-117 ST v1.3.pdf"
"Boundary Protection Devices and Systems","McAfee® Web Gateway Version 7.2.0.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/20/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 ST v1.0.pdf","12/08/2014","McAfee Web Gateway version 7.4.2.5","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-118 MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-7-118 ST 1.4.pdf"
"Boundary Protection Devices and Systems","McAfee® Web Gateway Version 7.2.0.1","McAfee, Inc.","CA","EAL2+,ALC_FLR.2","","11/20/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-215 ST v1.0.pdf","","","",""
"Boundary Protection Devices and Systems","WAPPLES v4.0","PENTA SECURITY SYSTEMS INC.","KR","EAL4","","11/19/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-12-70 WAPPLES v4.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v4.0.pdf","03/18/2013","WAPPLES v4.0(WAPPLES-100 eco, WAPPLES-100 eco 1Q266N02, WAPPLES-500, WAPPLES-1000 Type2, WAPPLES-1000 Type2 Plus, WAPPLES-1000 Type2 Plus 2Q250N02, WAPPLES-2000, WAPPLES-2000 2Q266N02)","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-NISS-0426a-2012]Maientenance Report(WAPPLES v4.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v5.0.pdf"
"Boundary Protection Devices and Systems","WAPPLES v4.0","PENTA SECURITY SYSTEMS INC.","KR","EAL4","","11/19/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-12-70 WAPPLES v4.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v4.0.pdf","05/31/2013","WAPPLES v4.0(WAPPLES-50, WAPPLES-50 1D250N02, WAPPLES-5000, WAPPLES-5000 2H306N02, WAPPLES-1200, WAPPLES-1200 1Q320N02, WAPPLES-1200 1Q320N03, WAPPLES-1200 1Q320N04, WAPPLES-2200, WAPPLES-2200 1Q350N02, WAPPLES-2200 1Q350N03, WAPPLES-2200 1Q350N04, WAPPLES-2200 1Q350N05, WAPPLES-2200 1Q350N06) Maintenance Report","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-NISS-0426b-2012]Maientenance Report(WAPPLES v4.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v6.0.pdf"
"Boundary Protection Devices and Systems","WAPPLES v4.0","PENTA SECURITY SYSTEMS INC.","KR","EAL4","","11/19/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-12-70 WAPPLES v4.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v4.0.pdf","07/15/2014","WAPPLES v4.0(WAPPLES-50 1D250N03, WAPPLES-100, WAPPLES-500 1D360N02, WAPPLES-10000, WAPPLES-10000 2T280N02, WAPPLES-1200 1Q320N05, WAPPLES-1200 1Q320N06, WAPPLES-2200 1Q350N07, WAPPLES-2200 1Q350N08, WAPPLES-5200, WAPPLES-5200 2T220N02)1Q350N05, WAPPLES-2200 1Q350N06) Maintenance Report","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-NISS-0426c-2012]Maintenance Report_WAPPLES v4.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v8 0.pdf"
"Boundary Protection Devices and Systems","WAPPLES v4.0","PENTA SECURITY SYSTEMS INC.","KR","EAL4","","11/19/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-12-70 WAPPLES v4.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v4.0.pdf","11/30/2015","WAPPLES v4.0(WAPPLES-1200 1Q320N07, WAPPLES-2200 1Q350N09, WAPPLES-5200 2T220N03, WAPPLES-10000 2T280N03) Maintenance Report","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-NISS-0426d-2012]Maintenance Report(WAPPLES v4.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v10.0.pdf"
"Boundary Protection Devices and Systems","WAPPLES v4.0","PENTA SECURITY SYSTEMS INC.","KR","EAL4","","11/19/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-12-70 WAPPLES v4.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WAPPLES v4.0 Security Target v4.0.pdf","","","",""
"Boundary Protection Devices and Systems","Secure Audio Switch (iSAS) Version 1.0","Frequentis Nachrichtentechnik GmbH","DE","EAL4+,ADV_INT.3,ASE_TSS.2,AVA_VAN.5","","07/27/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/0619a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0619b_pdf.pdf","","","",""
"Boundary Protection Devices and Systems","Waterfall Unidirectional Security Gateway model WF-400, version 1","Waterfall Security Solutions Ltd.","NL","EAL4+,ALC_DVS.2,ALC_FLR.2,AVA_VAN.5","","07/12/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/Certification Report NSCIB-CC-11-34146-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] Waterfall Security Target v0.72.pdf","","","",""
"Boundary Protection Devices and Systems","Suite logicielle IPS-Firewall pour boîtiers appliances NETASQ","Netasq","FR","EAL3+,ALC_CMC.4,ALC_CMS.4,ALC_FLR.3,AVA_VAN.3","","06/25/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI_2012-34fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-cible_2012-34fr.pdf","","","",""
"Boundary Protection Devices and Systems","WatchGuard XTM Firewalls and Fireware XTM Operating System v11.5.1","WatchGuard Technologies, Inc.","CA","EAL4+,ALC_FLR.2","PP_FW_AL_BR_V1.1,PP_FW_TF_BR_V1.1","05/04/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/watchguard-v1151-cert-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-160 ST v0.8.pdf","09/15/2012","WatchGuard Technologies, Inc. XTM Firewalls and Fireware XTM Operating System v11.5.5","http://www.commoncriteriaportal.org:80/files/epfiles/watchguard-v1155-oct-maint-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/watchguard-v1151-sec-eng.pdf"
